"year","zip5","denom","cases"
2016,"45243",1,0
2019,"72714",1,0
2018,"75803",8361,16
2019,"28570",1,0
2019,"76652",491,1
2021,"90650",1,0
2016,"78372",3404,1
2019,"79314",42,0
2020,"60174",1,0
2018,"75152",2393,4
2021,"70122",3,0
2016,"71972",1,0
2019,"78658",7,1
2020,"79054",284,0
2019,"11414",1,0
2022,"77878",224,0
2021,"77442",653,1
2020,"98198",1,0
2017,"94560",1,0
2022,"77961",19,0
2017,"78829",749,0
2020,"82935",1,0
2019,"77489",18947,33
2020,"78253",22473,51
2018,"76126",10463,35
2021,"75230",11994,26
2016,"93901",1,0
2021,"20015",1,0
2019,"77269",443,2
2016,"75404",299,0
2021,"77384",9648,21
2021,"91767",1,0
2017,"79226",1763,10
2022,"75088",4329,5
2021,"78567",486,0
2020,"48746",1,0
2021,"78881",1447,0
2019,"88058",1,0
2018,"75640",2285,5
2018,"37820",1,0
2018,"77703",9480,12
2022,"75063",3576,1
2016,"79760",1241,1
2017,"78588",176,0
2022,"77270",57,0
2017,"30817",1,0
2017,"75660",246,0
2020,"76136",276,0
2016,"92602",2,0
2021,"23227",3,0
2019,"48602",1,0
2020,"76429",88,0
2016,"78570",21844,5
2021,"58854",1,0
2019,"78013",3100,4
2021,"85018",1,0
2016,"75104",21568,35
2019,"55376",1,0
2022,"75011",168,0
2019,"78552",18389,18
2020,"32561",1,0
2021,"77971",429,1
2022,"77522",432,1
2019,"95814",1,0
2018,"75479",1004,5
2019,"77625",4334,9
2016,"78949",193,1
2018,"79256",150,0
2017,"47876",1,0
2018,"77270",220,1
2019,"29010",2,0
2022,"77502",12896,5
2020,"40165",1,0
2021,"33031",1,0
2017,"46845",1,0
2020,"77011",8986,5
2021,"48178",1,0
2022,"75374",133,1
2019,"67147",1,0
2019,"77994",190,0
2017,"79998",5,0
2021,"76001",14206,25
2016,"76273",4452,9
2018,"79847",94,0
2018,"90044",2,0
2016,"77090",18544,25
2020,"20002",2,0
2016,"78711",308,2
2021,"00907",1,0
2018,"71101",1,0
2017,"79719",257,0
2017,"60202",1,0
2018,"78767",273,1
2020,"75490",1322,3
2022,"77099",16473,7
2021,"78254",26929,47
2018,"23117",1,0
2021,"77578",8877,13
2019,"76951",493,3
2022,"78567",282,0
2020,"60067",1,0
2017,"75185",535,4
2019,"85351",1,0
2018,"46538",1,0
2022,"78413",7227,2
2019,"75926",551,0
2016,"78204",7569,9
2016,"76061",245,1
2020,"79535",61,0
2016,"76476",1188,0
2016,"78873",1043,0
2017,"75254",8805,9
2022,"76859",464,0
2016,"79356",2383,4
2021,"78614",214,0
2020,"76201",5848,12
2022,"76111",6583,4
2020,"78206",6,0
2016,"79039",277,1
2018,"78617",12666,3
2019,"77279",113,0
2020,"76055",1629,1
2017,"79997",224,0
2017,"75125",3909,1
2017,"78652",2733,3
2017,"73950",1,0
2016,"76085",4628,9
2017,"90007",1,0
2021,"75378",7,0
2017,"06615",2,0
2020,"77332",37,0
2019,"35007",1,0
2019,"77273",134,0
2019,"76259",2518,7
2016,"79706",9610,11
2020,"74734",4,0
2022,"78551",160,0
2017,"77004",13260,18
2021,"75937",558,0
2016,"76245",1198,6
2021,"20678",1,0
2019,"77613",789,4
2020,"76887",57,0
2017,"77481",96,0
2019,"79114",700,1
2017,"78861",7176,13
2018,"94608",1,0
2016,"78027",193,1
2018,"46410",1,0
2019,"11552",1,0
2019,"75976",711,0
2017,"77065",15826,30
2021,"75442",5989,8
2019,"85268",1,0
2021,"07601",1,0
2017,"33760",1,0
2017,"79452",405,0
2020,"92037",2,0
2016,"76123",13349,36
2020,"76693",952,0
2018,"75429",201,1
2021,"75928",829,0
2020,"92557",1,0
2022,"76703",229,0
2018,"64131",1,0
2016,"38305",1,0
2020,"75443",37,2
2019,"78561",373,0
2022,"78561",262,0
2017,"78619",2233,3
2017,"78741",18569,7
2021,"79935",9791,17
2019,"21402",1,0
2019,"77229",116,1
2016,"79603",14134,34
2020,"87504",1,0
2022,"75639",593,0
2017,"76909",17,0
2020,"29661",1,0
2018,"78551",592,0
2022,"78059",1539,4
2018,"76084",4203,8
2019,"78932",380,1
2017,"80831",1,0
2018,"76014",19221,24
2018,"77562",5920,10
2018,"75946",1862,4
2021,"78038",1,0
2019,"71852",22,0
2019,"78632",432,0
2016,"77300",1,0
2020,"79512",3120,4
2021,"86322",1,0
2016,"76640",1540,1
2018,"95351",1,0
2018,"53103",1,0
2018,"75157",166,0
2017,"29841",1,0
2017,"75262",1,0
2017,"76308",8542,38
2022,"76596",1,0
2020,"91766",1,0
2017,"82401",1,0
2021,"76009",12823,23
2019,"94521",1,0
2019,"75958",66,0
2019,"95110",1,0
2022,"78827",428,0
2020,"72210",2,0
2022,"78460",89,0
2022,"77882",30,0
2020,"77210",38,0
2022,"79413",4962,6
2021,"73156",1,0
2021,"29063",1,0
2021,"49245",1,0
2020,"78749",10487,18
2022,"79699",1,0
2020,"75356",88,0
2016,"02816",1,0
2020,"33771",1,0
2016,"80207",1,0
2019,"76114",14101,11
2022,"75089",5240,1
2016,"76092",8632,25
2019,"78671",369,1
2016,"76649",333,1
2019,"82513",1,0
2016,"79546",1001,3
2022,"75237",8119,11
2017,"30305",1,0
2022,"77586",2348,4
2021,"75443",40,3
2019,"55803",2,0
2016,"76007",396,0
2020,"78200",1,0
2019,"89128",1,0
2020,"75438",540,2
2022,"77338",13805,5
2017,"36610",1,0
2018,"78246",182,1
2021,"04250",1,0
2017,"32404",1,0
2017,"76930",61,0
2019,"77450",23359,31
2018,"74555",1,0
2016,"75138",632,2
2021,"78009",4589,14
2017,"32810",1,0
2018,"73541",1,0
2019,"61774",1,0
2022,"77266",46,0
2018,"37064",2,0
2021,"76424",4886,16
2017,"79490",296,0
2019,"78726",4994,16
2017,"77838",49,0
2019,"73036",1,0
2017,"49090",1,0
2019,"79705",15261,41
2017,"78676",7698,16
2019,"77864",4269,1
2020,"76848",41,0
2018,"78122",229,3
2018,"76821",2663,5
2022,"75437",193,0
2022,"75010",3233,3
2021,"43056",1,0
2017,"77549",411,0
2022,"78017",1498,0
2018,"78059",2858,6
2017,"76937",120,0
2018,"72110",1,0
2021,"72530",2,0
2017,"88101",1,0
2020,"91602",1,0
2017,"76100",17,0
2022,"77320",5582,3
2019,"79605",15082,32
2016,"76951",517,2
2020,"70769",1,0
2018,"85255",2,0
2022,"78683",150,0
2017,"77614",457,3
2018,"76031",10363,21
2016,"79080",281,1
2016,"75832",84,2
2016,"33771",1,0
2019,"78041",23859,15
2021,"88044",1,0
2020,"35653",1,0
2020,"46307",1,0
2020,"54558",1,0
2019,"75152",2355,2
2021,"78261",7879,13
2020,"75262",2,0
2016,"73160",2,0
2017,"98684",1,0
2017,"70056",1,0
2016,"76474",177,1
2022,"79324",25,0
2021,"79720",13808,19
2018,"38570",1,0
2018,"95076",1,0
2016,"92078",1,0
2020,"79706",10395,15
2021,"25311",2,0
2017,"79108",6281,21
2020,"76464",261,0
2019,"76052",7375,18
2018,"87111",2,0
2018,"95695",1,0
2021,"77592",511,0
2021,"75057",7240,16
2017,"75212",17598,28
2020,"78146",553,1
2019,"76063",27257,53
2017,"77449",47007,44
2017,"78133",11155,12
2016,"77561",701,0
2022,"75202",198,0
2019,"78675",93,1
2021,"75203",8418,7
2021,"92625",2,0
2019,"77516",952,1
2019,"79946",50,0
2018,"77030",2487,5
2016,"76380",2138,0
2021,"85615",1,0
2020,"75802",845,1
2018,"92104",1,0
2020,"79116",431,2
2021,"73448",1,0
2019,"75693",2823,3
2020,"85142",1,0
2019,"84095",2,0
2019,"78063",4981,17
2017,"02905",1,0
2020,"12580",1,0
2021,"75847",872,0
2021,"75219",9163,26
2020,"75444",198,0
2022,"78360",1,0
2022,"75007",6506,3
2016,"48854",1,0
2018,"76015",8688,20
2020,"76267",79,0
2018,"60050",1,0
2016,"75262",2,0
2021,"77869",2,0
2020,"80922",1,0
2018,"60466",1,0
2021,"76655",4389,8
2019,"32137",1,0
2020,"77275",201,0
2019,"55321",1,0
2016,"77859",4086,9
2020,"77457",290,0
2020,"72773",1,0
2018,"77362",2776,0
2020,"79235",2171,3
2020,"72364",1,0
2017,"78605",3116,4
2020,"79323",3121,1
2020,"45040",1,0
2017,"78298",43,0
2020,"78962",2360,6
2019,"70460",1,0
2021,"63023",1,0
2022,"76201",2505,2
2019,"76130",1,0
2021,"77665",3570,2
2021,"75236",8899,10
2021,"75432",2243,7
2017,"78216",18938,30
2021,"76550",7319,11
2017,"71958",1,0
2022,"79086",280,1
2018,"46845",1,0
2021,"93662",1,0
2022,"76503",197,0
2017,"27707",2,0
2017,"79913",568,0
2017,"77057",15206,23
2020,"78828",146,1
2016,"75684",3494,10
2016,"75568",1811,7
2021,"79706",11274,11
2020,"78222",14193,27
2020,"75706",5377,5
2022,"76823",765,0
2022,"75182",697,2
2016,"79550",290,0
2022,"77302",4934,4
2016,"78938",185,0
2017,"85028",1,0
2017,"72901",1,0
2021,"78640",26824,26
2021,"78659",2096,3
2017,"32756",1,0
2017,"78013",3261,9
2021,"78336",7893,14
2021,"78289",1,0
2020,"77061",10193,6
2022,"77027",867,0
2017,"80129",2,0
2016,"94404",2,0
2020,"77051",12323,22
2019,"81004",1,0
2019,"70810",2,0
2016,"29928",1,0
2017,"39404",1,0
2018,"71913",2,0
2020,"77327",17643,12
2021,"75080",17080,34
2017,"55027",2,0
2021,"77006",5457,9
2017,"76366",1044,7
2020,"71107",2,0
2018,"52556",1,0
2019,"30066",1,0
2021,"75493",303,0
2019,"43206",1,0
2016,"93274",3,0
2020,"76936",1230,1
2019,"77954",5996,13
2017,"10019",1,0
2021,"76031",10743,14
2022,"76305",853,0
2021,"77870",119,0
2019,"78656",1341,1
2016,"37874",1,0
2018,"75433",1570,6
2016,"02492",1,0
2016,"78608",272,0
2017,"77506",19242,9
2020,"70611",1,0
2016,"77265",87,0
2017,"75409",7024,9
2020,"78669",5204,4
2022,"79322",619,0
2019,"79543",475,0
2020,"10522",1,0
2018,"68376",1,0
2016,"77726",735,4
2016,"76050",3194,7
2016,"78226",5128,4
2018,"98372",1,0
2020,"92211",1,0
2021,"90004",2,0
2019,"79403",10985,29
2018,"32950",1,0
2020,"75388",1,0
2020,"76710",13247,13
2018,"32693",1,0
2020,"55379",2,0
2019,"88027",2,0
2020,"76304",2,0
2016,"75035",18219,39
2017,"88355",1,0
2017,"76886",34,0
2017,"76009",12607,23
2019,"76117",17577,17
2021,"99228",1,0
2021,"85614",2,0
2019,"77024",13723,38
2021,"93031",1,0
2019,"75205",6357,13
2022,"75483",684,8
2022,"77378",5377,3
2018,"79803",1,0
2020,"77219",413,0
2022,"76502",8058,13
2016,"77600",1,0
2021,"44130",2,0
2021,"80127",2,0
2016,"73759",1,0
2021,"70116",1,0
2021,"73939",1,0
2021,"37412",1,0
2021,"03908",2,0
2020,"87112",3,0
2021,"73931",2,0
2021,"75965",7034,16
2020,"75604",15190,34
2019,"79604",1078,3
2020,"79329",1390,5
2021,"22974",1,0
2020,"39301",2,0
2017,"92264",1,0
2018,"78660",35401,55
2018,"76035",1114,0
2019,"77566",11092,18
2021,"79742",292,0
2017,"34229",1,0
2019,"63121",1,0
2020,"71832",25,0
2017,"75930",1219,1
2019,"34613",1,0
2018,"78455",1,0
2019,"76054",6159,16
2021,"79094",26,0
2018,"76902",1012,2
2020,"77465",3786,4
2019,"55379",2,0
2020,"78651",13,0
2017,"92223",1,0
2016,"75801",8881,23
2020,"53590",4,0
2022,"78050",413,0
2018,"75562",81,0
2016,"27565",1,0
2018,"75636",248,1
2017,"76715",257,0
2020,"90404",1,0
2019,"60050",1,0
2021,"76656",1255,0
2016,"75700",3,0
2019,"05201",1,0
2018,"77661",309,0
2021,"75642",144,0
2019,"76099",303,1
2018,"92630",1,0
2021,"78039",956,0
2017,"77624",512,1
2020,"44109",1,0
2021,"20012",1,0
2019,"78006",17014,40
2016,"77393",537,0
2020,"77553",381,1
2019,"70085",4,0
2016,"79095",1386,3
2022,"75754",1383,2
2017,"58801",2,0
2019,"91801",1,0
2017,"75080",17497,42
2021,"37914",1,0
2021,"38862",1,0
2020,"78217",17147,24
2020,"17404",1,0
2020,"75645",5135,10
2021,"75402",9240,33
2017,"45215",1,0
2018,"77367",430,0
2021,"75563",2750,3
2018,"75221",122,0
2020,"98408",1,0
2017,"75431",1135,2
2022,"75556",326,0
2016,"77305",1169,3
2016,"77664",1469,2
2019,"77836",5879,13
2017,"79944",65,0
2022,"75565",87,0
2016,"77087",18962,20
2018,"79947",61,0
2021,"78669",5559,9
2020,"54313",1,0
2021,"78719",995,0
2022,"79934",6026,3
2021,"78585",161,0
2020,"64063",1,0
2022,"77485",752,0
2020,"75240",10845,13
2016,"76940",82,0
2016,"60435",1,0
2020,"78877",476,0
2021,"78879",171,0
2021,"33156",1,0
2018,"39069",1,0
2016,"79534",86,0
2019,"75115",28614,74
2021,"93313",1,0
2018,"98023",2,0
2016,"78352",173,0
2019,"18504",2,0
2021,"44109",1,0
2021,"94044",1,0
2021,"77550",12040,19
2021,"79347",3681,6
2020,"77657",8578,12
2017,"75783",4759,21
2018,"78708",284,0
2017,"75469",234,2
2018,"75968",1057,2
2019,"77478",10565,14
2018,"75052",38758,60
2016,"78209",17258,29
2017,"75845",1909,5
2021,"77573",28362,73
2020,"30252",1,0
2022,"77034",12067,8
2017,"68107",2,0
2016,"78237",29456,16
2021,"75976",762,1
2019,"12550",1,0
2017,"75105",113,0
2016,"78723",15052,33
2018,"78102",11123,14
2022,"77493",10268,4
2017,"79735",6794,7
2020,"78362",5853,6
2021,"75904",18331,34
2019,"46201",1,0
2021,"77720",297,0
2020,"60411",2,0
2019,"76660",260,0
2017,"33065",2,0
2018,"86403",1,0
2018,"78633",18125,43
2019,"28270",1,0
2020,"79059",221,0
2016,"79370",814,1
2019,"75118",81,0
2017,"76686",107,0
2016,"79836",4207,0
2018,"78279",129,2
2017,"78597",1128,1
2019,"76957",67,0
2017,"30032",1,0
2021,"78112",6248,0
2020,"46737",1,0
2021,"86004",1,0
2018,"78954",540,0
2017,"78060",23,0
2018,"78427",600,1
2017,"78838",231,1
2017,"79702",917,3
2018,"75492",285,2
2018,"77631",462,2
2021,"76101",493,0
2016,"75438",532,3
2019,"76558",30,0
2020,"74756",1,0
2021,"78705",1709,4
2017,"95130",2,0
2019,"76656",1127,0
2020,"77623",195,0
2018,"77371",4801,7
2016,"79927",23630,13
2017,"76476",1356,1
2022,"78945",1909,2
2018,"77053",16831,16
2016,"76661",4171,10
2016,"77971",414,1
2018,"75942",177,0
2017,"77388",17971,27
2019,"76632",915,2
2019,"68147",1,0
2019,"45215",1,0
2018,"78661",295,0
2018,"78945",5846,13
2017,"76008",5846,11
2019,"75097",116,2
2022,"76445",71,0
2022,"77968",342,0
2017,"68022",3,0
2016,"77838",53,0
2016,"75244",4827,13
2019,"76080",1,0
2022,"76534",498,0
2021,"62966",1,0
2016,"76370",114,0
2017,"76052",6803,16
2016,"89130",1,0
2018,"79608",546,0
2016,"78755",258,0
2019,"75939",2232,0
2017,"60126",1,0
2017,"85027",2,0
2020,"79543",507,2
2020,"28601",1,0
2020,"92868",2,0
2018,"75236",8996,10
2022,"76052",3329,5
2017,"88012",2,0
2020,"78376",195,1
2020,"75931",1474,6
2019,"78643",3795,1
2016,"75975",1930,0
2018,"79330",44,0
2020,"77207",374,0
2021,"76020",17961,27
2016,"72703",3,0
2017,"75403",545,3
2022,"78408",5140,2
2022,"77984",613,0
2020,"76033",15959,41
2021,"60134",1,0
2022,"78002",2922,2
2021,"79080",252,1
2021,"75450",88,0
2020,"77440",42,0
2018,"76101",541,0
2017,"77369",942,3
2019,"70615",1,0
2020,"77266",224,1
2021,"67147",1,0
2021,"70085",1,0
2016,"76654",72,0
2019,"77515",12915,21
2018,"78676",7571,22
2017,"01057",2,0
2019,"79065",9097,22
2021,"70633",1,0
2016,"75633",7189,13
2017,"32693",1,0
2019,"79256",142,0
2020,"75057",6875,11
2017,"21797",1,0
2019,"20010",1,0
2016,"75064",1,0
2017,"77287",227,2
2017,"78661",273,0
2018,"77029",10002,12
2017,"78209",17214,16
2020,"87710",1,0
2020,"77975",985,1
2019,"87105",1,0
2016,"32202",1,0
2017,"88063",5,0
2020,"34953",1,0
2016,"77591",7505,13
2016,"77852",72,3
2018,"12065",1,0
2021,"71701",1,0
2018,"77503",12164,12
2019,"77869",1,0
2021,"78144",13,0
2020,"78105",1,0
2020,"78044",1397,0
2016,"77518",5114,6
2020,"75840",4037,8
2016,"75964",9624,10
2020,"76120",8580,17
2016,"79501",1870,6
2016,"77261",78,0
2018,"76950",1757,1
2020,"32216",2,0
2017,"76877",2360,1
2017,"76330",1,0
2018,"75701",16806,38
2016,"77994",186,0
2017,"79847",86,0
2021,"94939",1,0
2020,"79541",293,2
2018,"76869",86,0
2019,"80487",1,0
2021,"76955",43,0
2018,"76680",105,0
2022,"79414",5269,2
2020,"82716",1,0
2018,"22031",2,0
2016,"75147",4310,15
2016,"75930",1110,0
2018,"79101",1728,7
2016,"75359",8,0
2020,"29033",1,0
2018,"76852",105,0
2017,"67147",1,0
2018,"77251",109,0
2021,"39480",1,0
2021,"75672",8867,13
2020,"48170",1,0
2021,"89512",1,0
2016,"78159",583,1
2021,"76073",3178,13
2020,"71831",1,0
2018,"94939",1,0
2021,"79034",359,0
2019,"75682",306,0
2020,"79781",118,0
2020,"76114",13874,12
2020,"30121",2,0
2016,"87111",1,0
2016,"77539",18418,25
2020,"97221",1,0
2021,"75451",786,3
2016,"78252",4741,2
2018,"75234",14654,21
2019,"02478",1,0
2019,"87198",1,0
2018,"78007",67,0
2021,"49912",1,0
2022,"76834",1476,2
2020,"78029",1218,1
2020,"78516",21887,4
2020,"32169",1,0
2021,"78244",18365,23
2019,"77640",9770,4
2016,"79941",21,0
2020,"88081",9,0
2020,"78023",10681,31
2021,"73947",2,0
2018,"78040",27594,5
2021,"90036",2,0
2021,"96094",2,0
2018,"78261",6444,8
2017,"79778",351,0
2019,"77277",177,0
2021,"75489",381,1
2021,"78017",2637,1
2022,"77520",13465,12
2019,"74764",5,0
2017,"76622",500,2
2022,"79839",779,0
2019,"91202",1,0
2021,"77701",8033,11
2018,"27596",1,0
2022,"77862",4,0
2019,"77867",5,0
2019,"70118",1,0
2016,"76556",754,1
2020,"74735",1,0
2021,"27707",1,0
2019,"28451",3,0
2020,"61104",1,0
2022,"75692",1157,1
2021,"77327",20678,11
2021,"79734",1189,5
2021,"75567",1996,4
2020,"03446",1,0
2017,"78101",4316,6
2020,"79539",85,0
2021,"78418",14914,24
2019,"76550",7022,9
2019,"79102",4656,11
2018,"78404",9912,10
2020,"99654",1,0
2017,"78075",68,0
2020,"53224",1,0
2017,"22182",1,0
2022,"79846",35,0
2018,"60142",1,0
2016,"76122",6,0
2022,"77623",90,0
2021,"79220",96,0
2016,"43235",1,0
2022,"77530",11357,4
2016,"33122",1,0
2021,"72458",2,0
2020,"62939",1,0
2018,"76435",333,0
2020,"78589",24598,3
2020,"39194",1,0
2019,"79236",36,0
2021,"64151",1,0
2021,"78407",1292,0
2017,"79821",2810,1
2020,"39574",1,0
2019,"73016",1,0
2019,"91602",1,0
2017,"76845",71,0
2019,"73660",1,0
2019,"78593",3411,6
2018,"79087",233,0
2021,"73660",1,0
2018,"77979",8233,12
2017,"91752",1,0
2021,"77325",266,0
2021,"90019",2,0
2022,"75558",362,0
2016,"75054",3693,10
2019,"75838",222,0
2021,"03824",2,0
2021,"79324",36,0
2018,"60148",1,0
2018,"77614",446,1
2021,"75459",2503,5
2020,"77612",4138,10
2019,"28768",1,0
2018,"78206",6,0
2020,"30747",2,0
2018,"77265",72,1
2017,"77016",20698,26
2016,"75705",1267,0
2017,"75840",4183,7
2021,"77651",5651,7
2018,"77463",64,0
2018,"46250",2,0
2017,"77642",21111,27
2019,"77845",15895,33
2021,"75669",368,0
2019,"77587",8610,3
2016,"77407",15749,10
2016,"76302",5957,23
2017,"91602",1,0
2022,"75862",2907,2
2019,"72761",1,0
2016,"79712",452,0
2016,"76901",12701,22
2019,"39194",1,0
2021,"29053",1,0
2016,"63376",1,0
2020,"75423",1548,6
2017,"56466",2,0
2019,"90731",1,0
2021,"40601",1,0
2018,"92620",1,0
2016,"12944",2,0
2018,"20159",4,0
2020,"77057",14389,14
2021,"79997",200,0
2019,"98199",1,0
2019,"78265",695,1
2018,"75402",8102,25
2021,"75853",497,1
2016,"78535",1032,2
2016,"78466",602,0
2018,"77072",29139,18
2020,"76004",298,0
2018,"75478",468,2
2021,"76023",3785,12
2022,"78591",62,0
2017,"76832",316,1
2020,"79033",26,0
2019,"72764",1,0
2016,"77002",2552,3
2020,"36608",1,0
2017,"78545",446,0
2016,"76570",1437,4
2019,"76691",3046,6
2019,"78567",506,0
2017,"76253",81,0
2019,"79544",235,1
2016,"75078",6005,19
2021,"76137",23518,28
2020,"47714",3,0
2017,"27103",1,0
2020,"79905",16677,9
2020,"91946",1,0
2017,"20024",1,0
2021,"74834",1,0
2020,"90063",1,0
2018,"78543",5893,0
2018,"30114",2,0
2020,"80123",1,0
2016,"77973",22,0
2019,"90063",1,0
2019,"76644",119,2
2017,"29732",1,0
2018,"79992",1,0
2017,"75468",442,0
2017,"81504",1,0
2016,"89523",1,0
2021,"75631",1431,2
2019,"78760",444,0
2022,"75143",4357,6
2020,"78850",523,0
2017,"46538",1,0
2017,"85302",1,0
2018,"77446",530,0
2019,"78616",5297,7
2021,"77584",28558,39
2021,"17067",1,0
2018,"37874",2,0
2020,"79952",56,0
2020,"73064",2,0
2021,"77218",71,0
2016,"76384",5768,12
2017,"76097",704,1
2018,"60202",1,0
2019,"77582",333,0
2017,"78237",29229,17
2022,"76036",7189,6
2018,"78616",5417,3
2022,"75006",8829,7
2018,"79343",824,0
2021,"79251",22,0
2021,"78257",3491,7
2020,"95825",2,0
2022,"77088",19113,8
2017,"30075",1,0
2019,"78800",1,0
2021,"78360",10,0
2017,"78715",434,2
2020,"78336",7342,14
2022,"78401",944,0
2020,"32034",2,0
2019,"78940",1153,3
2021,"75090",13805,29
2019,"84025",1,0
2017,"76230",5868,28
2017,"77411",470,0
2020,"91344",1,0
2017,"71105",3,0
2021,"76681",302,3
2019,"77982",621,1
2020,"06615",1,0
2019,"75010",9877,22
2020,"77989",37,0
2018,"98117",3,0
2021,"74107",1,0
2021,"77340",10861,22
2021,"38004",1,1
2021,"48706",1,0
2018,"96701",1,0
2020,"78622",194,0
2020,"75151",574,0
2018,"79916",1,0
2017,"78227",31602,26
2018,"79906",331,2
2021,"73960",89,0
2022,"77801",4283,0
2017,"77578",6925,14
2017,"77412",127,0
2017,"77880",989,2
2021,"97223",1,0
2019,"36093",1,0
2020,"86402",1,0
2022,"76389",152,1
2022,"75638",1692,1
2020,"75448",316,0
2018,"71866",2,0
2017,"55074",1,0
2019,"00694",2,0
2019,"76842",71,0
2019,"94062",1,0
2016,"77655",147,0
2019,"75098",22410,49
2022,"77253",12,0
2019,"76540",378,1
2020,"32033",1,0
2017,"75034",23206,40
2021,"78413",17894,18
2020,"94540",1,0
2016,"95124",1,0
2017,"78669",5058,4
2016,"33704",1,0
2020,"87508",4,0
2021,"85332",1,0
2019,"78657",3964,7
2017,"76113",94,0
2016,"76828",86,0
2020,"77041",14493,19
2016,"77019",7270,5
2020,"79096",945,1
2018,"71943",1,0
2021,"78662",1485,2
2016,"77830",1177,1
2017,"78708",297,0
2016,"77574",540,2
2017,"78752",8965,14
2020,"78480",428,0
2020,"77053",16066,16
2022,"79227",250,2
2018,"96826",1,0
2018,"57719",1,0
