"year","zip5","denom","cases"
2019,"78943",166,0
2017,"89523",1,0
2018,"93455",1,0
2017,"75045",229,1
2021,"78774",1,0
2017,"76906",380,2
2017,"07753",1,0
2016,"75436",1041,1
2016,"78149",1,0
2019,"76150",1,0
2017,"79339",4569,13
2018,"38342",1,0
2020,"78370",2969,2
2017,"72103",1,0
2021,"79518",60,0
2020,"78885",93,0
2019,"75686",7449,13
2017,"77867",8,0
2019,"79937",213,0
2020,"32162",4,0
2018,"79106",13732,35
2019,"75804",1,0
2021,"45056",1,0
2021,"78725",4414,4
2021,"77057",15478,18
2016,"92307",1,0
2021,"78384",4259,3
2019,"80536",1,0
2020,"77088",29282,21
2022,"77881",24,0
2019,"75701",16860,37
2020,"76446",4225,8
2022,"79748",42,0
2021,"77532",15167,19
2018,"75707",7225,15
2017,"95351",1,0
2017,"79910",59,0
2020,"72519",2,0
2020,"75064",2,0
2020,"75074",20581,55
2021,"33901",1,0
2020,"28262",1,0
2019,"79996",427,0
2019,"78505",1042,1
2021,"80246",1,0
2021,"90804",1,0
2021,"75860",3437,6
2019,"03044",1,0
2017,"75942",197,0
2020,"76628",49,0
2021,"73949",164,0
2017,"77231",412,3
2021,"76060",4196,9
2021,"79702",909,6
2016,"75024",11764,28
2020,"44089",1,0
2019,"92078",1,0
2022,"76557",1121,1
2019,"75570",4876,15
2022,"79053",35,0
2020,"56001",5,0
2018,"77349",4,0
2018,"78076",7427,2
2017,"35905",2,0
2019,"00000",17,0
2021,"75114",3327,5
2021,"77391",214,1
2020,"75270",2,0
2019,"75680",2,0
2021,"75067",26138,38
2021,"76105",15968,9
2020,"77004",11692,18
2021,"98053",1,0
2016,"78935",360,1
2017,"20006",1,0
2020,"76823",1767,6
2021,"75903",196,0
2017,"76431",1764,5
2019,"63385",1,0
2021,"78673",66,1
2018,"76501",10018,13
2021,"67156",1,0
2017,"66049",1,0
2016,"95959",1,0
2020,"77315",1,0
2020,"75017",207,0
2020,"37820",1,0
2020,"78261",6972,9
2018,"76466",93,0
2020,"76858",126,0
2018,"79938",29869,31
2019,"77406",17627,42
2020,"76624",1164,1
2021,"78403",348,1
2019,"76522",17141,33
2021,"77511",25779,39
2019,"87701",1,0
2020,"79111",539,2
2021,"08021",1,0
2019,"77432",131,0
2017,"87535",1,0
2017,"30506",2,0
2019,"78132",13665,34
2020,"21703",1,0
2018,"45895",1,0
2021,"73051",1,0
2016,"34974",1,0
2017,"23803",1,0
2020,"87557",1,0
2021,"80863",1,0
2021,"77248",92,0
2020,"76558",28,0
2017,"48503",1,0
2018,"75223",7575,12
2021,"77073",20494,18
2018,"67037",1,0
2016,"78061",6276,12
2020,"76010",26027,13
2020,"77254",140,1
2020,"10310",1,1
2018,"79789",374,0
2022,"76130",1,0
2019,"77092",15844,15
2021,"76855",5,0
2022,"76013",5254,9
2022,"76259",975,0
2019,"75707",7366,23
2016,"77207",435,0
2021,"67219",1,0
2018,"78250",24946,51
2019,"33073",3,0
2019,"78756",2415,2
2021,"32832",1,0
2018,"92071",1,0
2017,"75754",3128,7
2019,"95758",1,0
2018,"20853",1,0
2016,"70460",1,0
2019,"39404",2,0
2021,"75083",527,2
2021,"78057",637,1
2019,"76196",5,0
2018,"66282",1,0
2018,"76468",139,0
2021,"78046",42652,17
2021,"97520",1,0
2022,"75762",1967,2
2021,"75100",1,0
2022,"76908",1,0
2020,"75077",13543,30
2022,"79770",7,0
2017,"79084",929,1
2018,"75232",20468,31
2022,"77268",195,0
2018,"76705",16494,35
2021,"77614",443,1
2016,"80928",1,0
2018,"77831",1909,9
2017,"92626",1,0
2019,"75214",12247,20
2018,"73139",1,0
2017,"34135",1,0
2020,"93940",1,0
2019,"95618",1,0
2016,"32055",1,0
2019,"77236",134,0
2017,"78751",3938,10
2022,"79034",92,0
2016,"75833",1886,3
2016,"75706",5121,4
2020,"37179",1,0
2022,"75078",1822,2
2017,"59701",1,0
2019,"77411",411,0
2019,"77581",17261,33
2018,"76208",10646,34
2021,"65672",2,0
2020,"79053",52,0
2017,"79512",3586,7
2020,"78113",992,1
2019,"32259",1,0
2021,"76828",106,0
2021,"89074",1,0
2020,"77282",157,0
2021,"75457",3754,9
2021,"77656",9888,14
2016,"78163",4883,12
2022,"77510",2326,2
2017,"78648",5089,12
2021,"76199",2,0
2019,"19335",1,0
2016,"76105",17076,10
2019,"78667",805,2
2021,"74033",1,0
2018,"65203",1,0
2019,"77380",10907,19
2016,"78623",533,1
2021,"78213",23308,36
2017,"71839",2,0
2020,"76226",10288,21
2020,"75236",8632,11
2018,"80203",2,0
2017,"75668",1348,7
2020,"79855",1464,0
2017,"70374",1,0
2017,"11105",1,0
2020,"76252",1166,5
2017,"79563",715,1
2018,"32440",1,0
2018,"75790",2342,8
2017,"77655",154,0
2021,"75496",2029,5
2016,"76631",229,1
2020,"84604",1,0
2019,"75025",16077,40
2021,"78258",15867,37
2018,"78372",3493,4
2022,"75168",163,0
2020,"78956",3122,2
2021,"78132",16212,39
2020,"75476",563,1
2020,"07652",1,0
2018,"80216",1,0
2017,"78463",468,0
2017,"90404",1,0
2018,"76531",2828,5
2020,"00653",1,0
2020,"77367",402,0
2018,"72730",1,0
2019,"78475",1,0
2017,"71753",1,0
2019,"75486",1367,2
2020,"74114",1,0
2021,"76380",2278,28
2019,"66062",3,0
2016,"76192",1,0
2017,"53110",1,0
2018,"78465",578,0
2016,"76821",2603,5
2016,"60022",1,0
2021,"79830",3078,1
2019,"79379",234,0
2021,"10005",2,0
2020,"79453",170,0
2016,"76573",26,0
2020,"75901",14390,16
2018,"62901",1,0
2021,"75061",24657,25
2021,"98629",1,0
2018,"75975",1988,3
2020,"23606",1,0
2022,"77903",333,0
2019,"37617",1,0
2016,"77705",14655,17
2017,"77706",12868,23
2020,"98403",1,0
2021,"75501",20877,48
2019,"77293",620,1
2017,"95828",1,0
2019,"91201",1,0
2021,"20019",1,0
2020,"75958",65,0
2019,"76651",1867,2
2020,"75035",19198,37
2019,"73099",4,0
2021,"98258",2,0
2020,"91207",1,0
2020,"79108",5950,14
2017,"79534",94,0
2018,"74129",1,0
2021,"75469",223,2
2016,"75441",58,0
2017,"45440",1,0
2021,"79601",9643,26
2021,"64134",1,0
2020,"78755",264,0
2021,"78731",9265,32
2017,"89156",1,0
2022,"79764",7905,5
2018,"76570",1517,0
2017,"72019",1,0
2019,"40165",1,0
2019,"71858",7,0
2019,"75764",111,0
2018,"20784",1,0
2019,"73018",1,0
2021,"77470",143,0
2017,"79382",3614,10
2021,"76311",230,2
2018,"75244",4587,11
2017,"77074",18570,21
2020,"32802",1,0
2017,"23229",1,0
2017,"75126",16823,36
2019,"77417",1192,3
2022,"79058",5,0
2018,"42724",1,0
2020,"35747",1,0
2021,"60174",1,0
2016,"76650",43,0
2021,"64157",1,0
2016,"79958",1,0
2017,"77204",36,0
2016,"77720",337,1
2019,"79043",638,0
2019,"01590",1,0
2021,"28052",1,0
2016,"85249",1,0
2019,"20695",1,0
2018,"20910",1,0
2019,"10024",1,0
2019,"75932",861,0
2016,"70085",4,0
2019,"75371",18,0
2020,"75339",415,2
2020,"89032",2,0
2019,"76273",5111,14
2020,"79853",1985,0
2021,"77334",215,1
2019,"76248",13931,44
2018,"79550",273,0
2019,"75978",94,0
2018,"87112",2,0
2018,"76038",2,0
2018,"32563",1,0
2019,"78112",5960,8
2016,"76678",81,1
2019,"77274",280,0
2021,"78631",1598,2
2021,"76250",302,0
2020,"37228",1,0
2018,"28752",1,0
2016,"76524",1348,2
2021,"78297",28,0
2022,"76828",32,0
2017,"79538",156,0
2021,"79541",330,5
2022,"75407",7212,8
2018,"78742",415,0
2021,"20814",2,0
2017,"23860",1,0
2022,"76527",1084,1
2016,"77801",5138,3
2017,"75137",10872,21
2017,"76908",4,0
2018,"70754",2,0
2016,"77277",175,2
2021,"76258",3767,7
2018,"79226",1593,8
2021,"47150",1,0
2021,"72205",1,0
2021,"75865",60,0
2020,"74759",1,0
2017,"45014",1,0
2017,"75116",11266,15
2016,"53151",1,0
2016,"27502",2,0
2020,"75602",12563,23
2017,"32461",1,0
2016,"76431",1813,4
2018,"48307",1,0
2017,"39465",1,0
2018,"71802",77,0
2016,"76633",2037,7
2021,"05465",1,0
2018,"24401",1,0
2020,"91604",1,1
2021,"79124",4146,28
2020,"75415",91,0
2021,"76692",7627,13
2016,"75249",6910,14
2021,"77551",10460,20
2021,"45255",1,0
2018,"23453",3,0
2019,"78340",198,0
2022,"79104",2692,2
2018,"75020",13274,40
2019,"73179",1,0
2020,"75092",12045,42
2017,"79770",25,0
2018,"76643",5882,19
2020,"27892",1,0
2017,"76250",271,0
2021,"53964",1,0
2017,"20148",1,0
2016,"90034",2,0
2017,"79250",760,1
2021,"79033",29,0
2021,"75409",9139,18
2016,"76310",7154,33
2022,"76252",261,0
2017,"77099",25523,16
2018,"76530",1533,2
2017,"76051",16774,37
2020,"75758",5934,15
2016,"75659",73,0
2021,"77207",325,0
2018,"79046",214,1
2019,"55806",5,0
2016,"75081",16193,31
2016,"78745",24397,40
2020,"75241",23155,27
2021,"79698",3,0
2019,"85255",1,0
2020,"78638",1161,0
2020,"76650",38,1
2021,"65240",1,0
2018,"77379",28738,42
2019,"90255",1,0
2019,"47834",2,0
2021,"78221",25835,18
2016,"77037",10001,2
2020,"75572",2200,5
2021,"75791",6586,11
2019,"57078",1,0
2017,"98008",1,0
2019,"78284",12,0
2022,"78750",1765,3
2022,"78213",11495,7
2021,"79359",1573,7
2019,"78023",10593,31
2021,"76442",4760,11
2020,"30108",1,0
2019,"03868",1,0
2018,"18062",1,0
2018,"75490",1178,3
2021,"79756",4945,18
2021,"77437",9935,9
2020,"29053",1,0
2020,"49259",1,0
2022,"76945",446,0
2018,"78851",10,0
2017,"76556",756,1
2018,"98662",1,0
2020,"77235",163,0
2020,"49004",1,0
2020,"78164",2133,4
2018,"40601",1,0
2021,"17112",1,0
2022,"77057",7266,3
2021,"90745",1,0
2019,"57104",1,0
2020,"76255",3156,19
2018,"55060",1,0
2018,"79951",70,0
2017,"78050",659,0
2021,"19054",1,0
2020,"79839",1141,0
2018,"76002",11899,15
2016,"28451",1,0
2022,"75789",1711,0
2019,"77951",1674,0
2022,"79380",19,0
2018,"78234",219,1
2020,"75486",1348,2
2020,"80130",1,0
2020,"75643",1168,0
2016,"76883",6,0
2022,"79518",19,0
2018,"76871",436,0
2018,"60435",1,0
2022,"77410",170,0
2020,"79381",492,0
2016,"76136",274,0
2019,"95650",1,0
2020,"78701",3547,14
2018,"80817",2,0
2018,"49663",1,0
2021,"78860",188,0
2021,"78349",289,1
2018,"77301",16039,17
2017,"79412",9511,17
2017,"78357",2191,1
2019,"78363",15289,14
2021,"30144",1,0
2016,"79382",2798,6
2016,"79041",1629,2
2021,"27705",1,0
2021,"35906",2,0
2017,"74132",1,0
2016,"79005",712,3
2020,"77702",1281,0
2017,"78879",155,0
2017,"78501",35268,25
2019,"77979",8081,7
2021,"76888",96,1
2021,"76679",980,1
2021,"79087",267,0
2018,"30092",1,0
2021,"75382",280,1
2020,"75659",51,0
2020,"90036",2,0
2017,"78534",1,0
2020,"60005",1,0
2017,"92261",1,0
2016,"75479",876,3
2021,"77373",28871,38
2022,"78112",3602,1
2022,"78463",148,0
2022,"78656",794,1
2017,"76853",932,4
2021,"79718",304,0
2018,"77969",45,0
2019,"75433",1672,9
2021,"78460",251,2
2021,"75468",463,0
2018,"78737",7233,12
2022,"75038",6429,4
2018,"23322",1,0
2019,"78381",1405,1
2017,"77090",19707,23
2020,"76050",3568,8
2019,"75065",5103,13
2020,"98418",4,0
2017,"76101",689,8
2019,"76241",597,2
2019,"60202",1,0
2018,"78044",1543,0
2022,"79201",1356,0
2018,"19709",1,0
2018,"75382",322,0
2019,"76870",73,0
2021,"78125",46,0
2019,"92264",2,0
2016,"77545",9944,11
2018,"53406",1,0
2020,"76537",4772,9
2021,"77076",15918,7
2020,"75203",8325,16
2020,"92658",1,0
2021,"74426",1,0
2018,"77530",15769,10
2016,"76078",3999,15
2018,"92845",1,0
2018,"85122",1,0
2019,"33031",1,0
2019,"75078",8728,23
2021,"44112",1,0
2020,"77964",4206,6
2017,"77243",144,3
2020,"76686",120,0
2019,"76462",1430,1
2021,"33458",1,0
2022,"75432",1053,0
2018,"77222",309,0
2018,"77554",3284,7
2018,"78411",15800,15
2020,"80525",1,0
2018,"77489",18810,34
2022,"78385",52,0
2018,"73666",2,0
2017,"06443",1,0
2020,"77015",25709,19
2022,"75486",558,0
2022,"77059",901,0
2018,"74740",5,0
2016,"72904",1,0
2019,"79071",1,0
2021,"10310",1,1
2020,"76013",14993,33
2016,"75925",2091,6
2016,"75456",936,4
2017,"77473",173,0
2018,"78827",1027,2
2020,"77624",466,0
2017,"02184",1,0
2016,"78150",1,0
2020,"77842",589,1
2016,"79116",475,0
2022,"78242",14190,6
2020,"95603",2,0
2020,"75554",860,0
2016,"62280",2,0
2016,"77401",4978,7
2019,"83002",1,0
2021,"39404",2,0
2020,"76389",389,7
2016,"92405",1,0
2022,"76369",7,0
2021,"47909",1,0
2017,"91335",1,0
2020,"75975",2021,0
2021,"78259",10079,27
2021,"59105",1,0
2021,"37091",1,0
2021,"76234",9988,20
2021,"79104",4058,8
2017,"75551",6404,21
2019,"46514",2,0
2016,"76461",32,0
2019,"85712",1,0
2020,"76508",2,0
2018,"76445",175,0
2020,"90503",1,0
2017,"79221",3,0
2017,"76693",1116,0
2021,"76684",78,0
2020,"78691",588,1
2017,"77461",5340,3
2021,"78364",482,3
2018,"76265",1085,2
2020,"28570",1,0
2018,"36804",1,0
2021,"53406",1,0
2020,"22180",1,0
2019,"71753",1,0
2016,"71108",1,0
2020,"41071",1,0
2021,"30115",1,0
2020,"76528",8555,14
2020,"75409",7890,12
2016,"77517",2366,2
2016,"77447",6746,2
2019,"70805",1,0
2017,"50070",1,0
2018,"75936",410,0
2019,"80005",1,0
2021,"76112",25895,54
2017,"75421",477,0
2016,"79834",24,0
2019,"71834",9,0
2017,"91040",1,0
2017,"55449",2,0
2019,"76460",196,1
2017,"78600",2,0
2019,"30815",1,0
2018,"75681",1677,8
2018,"79229",172,0
2020,"79230",79,0
2017,"78287",1,0
2016,"78162",213,0
2016,"76147",213,2
2020,"74026",1,0
2017,"75241",23845,40
2019,"75356",78,0
2021,"79353",18,0
2022,"79931",42,0
2021,"78756",2290,2
2020,"66502",2,0
2020,"76705",16334,29
2021,"71857",35,0
2019,"80020",1,0
2021,"75562",85,0
2022,"78252",6031,0
2017,"06614",1,0
2021,"75671",674,1
2018,"79019",813,4
2021,"96706",1,0
2017,"07432",1,0
2021,"71923",1,0
2019,"83854",1,0
2021,"86406",1,0
2021,"79424",19317,51
2016,"90003",1,0
2020,"76855",5,0
2018,"78609",1478,2
2016,"77514",2344,3
2016,"75756",1966,5
2019,"75605",13874,39
2019,"75630",1773,7
2018,"75437",610,2
2022,"79832",11,0
2021,"75077",14455,32
2017,"23185",3,0
2020,"36305",1,0
2018,"98277",1,0
2020,"64152",1,0
2016,"78108",11968,36
2020,"77485",1660,3
2021,"75181",12995,24
2022,"79248",326,0
2021,"30044",1,0
2016,"76622",442,1
2018,"90277",1,0
2019,"78935",439,0
2019,"35653",1,0
2021,"78605",3311,6
2022,"76650",20,0
2022,"77289",46,0
2021,"78386",2,0
2016,"77367",430,0
2022,"77519",242,0
2018,"78505",1128,0
2017,"78594",1375,0
2017,"76388",94,0
2021,"35758",2,0
2019,"76475",448,0
2016,"54703",1,0
2019,"77238",493,1
2022,"76199",1,0
2017,"29617",1,0
2020,"83814",1,0
2017,"75759",113,0
2018,"38851",1,0
2017,"84003",1,0
2019,"79776",12,0
2017,"45373",1,0
2019,"60466",2,0
2021,"32937",2,0
2020,"63017",1,0
2017,"79088",3355,6
2021,"23604",2,0
2022,"77575",3961,3
2021,"77843",3,0
2018,"79561",238,1
2017,"78853",7101,2
2017,"78384",4199,3
2020,"91104",1,0
2020,"73018",1,0
2022,"76351",407,1
2016,"75001",5015,9
2017,"78350",1,0
2017,"76005",298,0
2018,"78042",919,1
2017,"27596",1,0
2019,"28734",1,0
2016,"79831",591,1
2019,"75846",1471,0
2018,"61761",2,0
2020,"76556",771,0
2021,"95023",1,0
2018,"70637",1,0
2017,"78141",311,0
2016,"36311",1,0
2019,"78467",779,0
2019,"79430",1,0
2021,"78147",1140,2
2018,"75901",14322,23
2020,"75410",3012,7
2019,"77289",159,1
2020,"98604",1,0
2021,"77423",7110,7
2017,"94404",1,0
2018,"78583",3721,3
2020,"75882",3,0
2021,"75750",2096,5
2022,"76634",1333,2
2020,"79834",21,0
2020,"75205",6387,9
2017,"32440",1,0
2017,"71862",1,0
2020,"78269",337,0
2017,"79527",140,0
2021,"22911",3,0
2016,"75056",20014,40
2017,"79227",855,4
2021,"63033",1,0
2017,"76550",6722,9
2016,"75007",22543,40
2020,"77629",365,0
2016,"77553",465,3
2018,"77643",76,0
2016,"75772",87,0
2017,"90813",1,0
2021,"97123",1,0
2016,"78008",133,1
2018,"75081",16436,36
2021,"73521",1,0
2017,"77554",3214,4
2021,"77975",993,4
2018,"75404",296,0
2021,"28570",1,0
2019,"75602",12679,24
2016,"79803",1,0
2022,"76627",353,1
2017,"64068",1,0
2017,"79323",2844,2
2019,"60803",1,0
2018,"75505",880,6
2018,"75101",335,0
2020,"77443",110,0
2022,"76357",125,0
2021,"78636",2554,5
2022,"76642",1748,2
2017,"75420",493,1
2019,"79960",1,0
2019,"77496",271,1
2019,"77442",624,1
2021,"88058",1,0
2020,"77017",15216,15
2022,"77261",31,0
2018,"77713",5177,6
2019,"77988",339,0
2021,"75845",1758,2
2017,"91367",1,0
2021,"61108",1,0
2016,"78290",1,0
2018,"79734",1065,3
2018,"53151",1,0
2016,"77035",18077,25
2017,"78402",260,0
2021,"78455",1,0
2016,"77293",698,2
2018,"73942",17,0
2021,"74766",1,0
2022,"77561",276,0
2016,"75972",4036,9
2019,"79944",62,0
2017,"77362",2668,1
2020,"75124",2822,6
2020,"29650",2,0
2016,"73951",5,0
2017,"54915",1,0
2020,"76884",88,0
2022,"77090",15841,13
2017,"70601",7,0
2016,"77071",13289,17
2020,"77091",15385,23
2020,"77501",320,0
2019,"73026",1,0
2020,"75886",6,0
2020,"92307",1,0
2020,"76691",3066,7
2017,"78294",23,0
2018,"78553",1443,0
2018,"76059",3045,5
2016,"78353",197,0
2018,"75858",82,0
2021,"89131",2,0
2022,"79536",1164,1
2016,"92231",1,0
2016,"78221",25869,17
2019,"29033",1,0
2016,"76017",21614,66
2017,"75636",260,1
2017,"97027",1,0
2018,"31909",2,0
2022,"76460",103,0
2021,"78526",26053,8
2019,"76060",4134,8
2019,"77902",693,2
2016,"75770",1383,6
2020,"75023",19255,43
2021,"73569",1,0
2019,"79563",727,4
2021,"73135",1,0
2017,"79605",16322,22
2019,"26377",1,0
2016,"78561",486,0
2021,"75208",14113,11
2019,"30519",1,0
2020,"77626",511,0
2020,"75376",533,0
2021,"76148",11541,31
2019,"77631",392,1
2021,"88005",2,0
2019,"77626",515,0
2017,"77236",133,0
2016,"87401",1,0
2018,"94542",1,0
2020,"79927",23074,11
2022,"76666",60,0
2020,"78382",10673,17
2017,"77577",772,0
2016,"90813",1,0
2021,"60558",1,0
2017,"77375",20580,47
2022,"76018",6197,7
2020,"33566",2,0
2021,"77099",23867,22
2017,"76006",10375,20
2022,"78374",3975,5
2019,"85737",1,0
2018,"76351",967,4
2022,"78161",191,0
2022,"75091",329,0
2018,"35906",2,0
2022,"78501",18989,9
2020,"76364",63,0
2018,"23605",1,0
2016,"77064",17777,19
2017,"78552",18770,12
2017,"73628",1,0
2021,"79760",966,1
2021,"32440",1,0
2020,"76864",431,1
2021,"75972",4307,9
2021,"76305",2562,31
2018,"77219",421,0
2017,"79937",237,0
2016,"79998",5,0
2020,"78043",25258,10
2016,"02184",1,0
2020,"17112",1,0
2020,"79124",3824,14
2020,"76263",39,0
2022,"75204",3916,3
2021,"77473",141,0
2018,"78748",18913,41
2019,"74702",1,0
2016,"77640",9845,12
2021,"77282",129,0
2017,"78011",1493,3
2021,"90703",1,0
2020,"75098",22810,45
2019,"11361",1,0
2018,"76642",3828,2
2018,"71202",1,0
2017,"76427",348,1
2016,"77485",1646,4
2020,"21561",1,0
2018,"78015",5997,8
2021,"76685",38,0
2018,"76164",9067,1
2016,"98104",1,0
2021,"03467",1,0
2016,"61614",2,0
2020,"87505",2,0
2020,"75493",291,0
2018,"78658",6,0
2022,"79521",816,0
2018,"77063",14911,17
2019,"79924",33409,50
2020,"85208",1,0
2017,"78883",154,0
2019,"77379",29568,36
2020,"89138",1,0
2018,"75185",556,3
2019,"77381",14195,29
2019,"76354",5661,81
2016,"77449",43848,45
2019,"79752",1292,1
2018,"79424",15244,26
2016,"78575",2413,1
2020,"79758",1225,5
2016,"76009",11839,24
2022,"78584",9356,3
2018,"76684",111,0
2018,"79311",1655,2
2021,"55902",1,0
2020,"35005",1,0
2018,"77502",19670,13
2019,"23227",2,0
2019,"77013",8447,12
2022,"75481",58,0
2019,"01810",1,0
2017,"79363",2821,5
2017,"85308",1,0
2020,"77643",68,1
2016,"78959",1317,1
2017,"97205",1,0
2018,"79095",1395,4
2019,"77302",9223,18
2016,"75021",4850,11
2019,"76547",380,0
2016,"30152",1,0
2020,"78594",1367,0
2017,"27704",1,0
2018,"33028",1,0
2020,"79760",995,1
2018,"79409",9,0
2019,"79548",73,0
2018,"78298",50,0
2022,"76578",343,0
2016,"75076",3858,16
2022,"75438",162,1
2020,"77480",3562,3
2021,"78542",44083,14
2022,"77223",86,0
2020,"80903",1,0
2019,"10022",1,0
2016,"77977",363,0
2021,"78949",250,1
2016,"77498",18172,24
2018,"32407",3,0
2021,"92283",1,0
2017,"79786",1,0
2020,"23608",1,0
2016,"92509",1,0
2018,"35210",1,0
2017,"93301",1,0
2022,"76374",1084,1
2021,"50014",1,0
2020,"94303",1,0
2016,"98684",1,0
2021,"42223",1,0
2020,"76708",14445,31
2021,"78749",10469,19
2021,"47876",3,0
2018,"73660",1,0
2020,"76119",32679,58
2016,"79366",402,1
2017,"78667",849,0
2019,"32566",2,0
2020,"76273",4979,13
2017,"79068",1306,4
2020,"76241",597,0
2020,"79735",6126,6
2016,"74848",1,0
2017,"75000",2,0
2016,"77802",8977,23
2016,"98023",1,0
2021,"99999",67,0
2016,"75503",10195,30
2016,"76597",3,0
2016,"75954",1798,1
2019,"79056",31,0
2017,"28083",1,0
2016,"79072",11939,26
2020,"79769",503,1
2019,"75712",714,1
2016,"87722",1,0
2016,"78294",24,0
2017,"75011",635,0
2017,"75154",19156,41
2017,"86444",2,0
2019,"08817",1,0
2016,"76093",1291,2
2018,"11735",1,0
2021,"77054",5865,5
2018,"75491",2637,9
2021,"90064",1,0
2019,"75006",21221,39
2017,"76834",3436,8
2019,"73030",1,0
2020,"53024",1,0
2018,"91702",1,0
2016,"79036",2014,9
2021,"76114",14713,16
2022,"78953",181,0
2022,"77655",53,0
2021,"75792",2143,1
2016,"75469",220,2
2017,"85623",1,0
2021,"43021",1,0
2021,"70611",1,0
2022,"75933",476,0
2020,"78579",2385,0
2017,"44089",1,0
2019,"74957",1,0
2021,"79544",253,1
2019,"45431",1,0
2020,"76459",86,0
2016,"77501",421,0
2022,"76902",241,0
2016,"32802",1,0
2016,"75123",585,1
2021,"85901",1,0
2021,"87504",1,0
2021,"75441",61,0
2016,"79508",537,1
2021,"76700",1,0
2021,"92562",2,0
